location	development_rank	ir_province_rank	total_pop	weighted_pop	civilization_value	road_degree	building_levels	is_port	raw_score	mapped_target
allobrogia	rural_settlement	settlement	5.000	5.000	11.000	0	0.000	0	10.087	-3.000
allsincum	rural_settlement	settlement	5.000	5.000	11.000	0	0.000	0	10.087	-3.000
alluru	rural_settlement	settlement	8.000	14.400	11.000	0	0.000	0	14.989	-3.000
almus	rural_settlement	settlement	4.000	6.000	10.000	0	0.000	0	10.819	-3.000
aloe	rural_settlement	settlement	8.000	13.400	19.000	0	0.000	0	15.200	-3.000
alonis	rural_settlement	settlement	5.000	5.000	8.000	0	0.000	0	9.877	-3.000
alosgyni	town	city	33.000	43.400	16.000	0	1.000	1	24.093	9.000
alouaka	rural_settlement	settlement	4.000	5.200	18.000	0	0.000	0	10.748	-3.000
alouka	rural_settlement	settlement	4.000	7.000	0.000	0	1.000	1	12.561	-3.000
aloure	rural_settlement	settlement	2.000	1.600	12.000	0	0.000	0	5.809	-8.000
aloustou_phrourion	rural_settlement	settlement	6.000	9.200	18.000	0	0.000	0	13.336	-3.000
alpis_inferior	rural_settlement	settlement	6.000	8.400	7.000	0	0.000	0	12.142	-3.000
alpis_superior	rural_settlement	settlement	6.000	7.800	7.000	0	0.000	0	11.799	-3.000
alsita	rural_settlement	settlement	3.000	3.400	5.000	0	0.000	0	8.054	-3.000
alsowm	rural_settlement	settlement	2.000	1.800	5.000	0	0.000	0	5.704	-8.000
alta_ripa	rural_settlement	settlement	5.000	5.200	9.000	0	0.000	0	10.118	-3.000
altaia	rural_settlement	settlement	5.000	5.000	11.000	0	0.000	0	10.087	-3.000
altava	rural_settlement	settlement	3.000	4.000	8.000	0	0.000	0	8.929	-3.000
althiburos	rural_settlement	settlement	5.000	6.600	19.000	0	0.000	0	11.876	-3.000
altina	rural_settlement	settlement	8.000	9.400	11.000	0	0.000	0	12.947	-3.000
altinasar	rural_settlement	settlement	4.000	4.200	0.000	0	0.000	0	8.573	-3.000
altintepe	rural_settlement	settlement	2.000	2.600	18.000	0	0.000	0	7.921	-3.000
altinum	town	city	19.000	23.400	11.000	0	0.000	0	18.882	1.000
altitona	rural_settlement	settlement	5.000	5.000	9.000	0	0.000	0	9.947	-3.000
alu	rural_settlement	settlement	2.000	1.600	5.000	0	0.000	0	5.319	-8.000
aluna	rural_settlement	settlement	7.000	9.200	11.000	0	0.000	0	12.846	-3.000
alwa	town	city	28.000	48.000	30.000	0	0.000	0	23.837	8.000
amaitaia	rural_settlement	settlement	5.000	5.400	17.000	0	0.000	0	10.843	-3.000
amallobriga	rural_settlement	settlement	5.000	5.000	9.000	0	0.000	0	9.947	-3.000
amanium	rural_settlement	settlement	5.000	5.000	11.000	0	0.000	0	10.087	-3.000
amar	rural_settlement	settlement	5.000	5.200	18.000	0	0.000	0	10.748	-3.000
amara	rural_settlement	settlement	6.000	7.000	7.000	0	0.000	0	11.303	-3.000
amaras	rural_settlement	settlement	3.000	5.000	18.000	0	0.000	0	10.577	-3.000
amaravati	rural_settlement	settlement	10.000	17.200	8.000	0	0.000	0	15.647	-3.000
amarda	rural_settlement	settlement	6.000	9.400	33.000	0	0.000	0	14.487	-3.000
amarea	rural_settlement	settlement	3.000	5.600	23.000	0	0.000	0	11.423	-3.000
amaseia	town	city	10.000	13.800	14.000	0	0.000	0	16.492	-2.000
amastica	rural_settlement	settlement	4.000	5.400	5.000	0	1.000	1	11.750	-3.000
amastor	rural_settlement	settlement	3.000	6.600	21.000	0	0.000	0	12.016	-3.000
amathe	town	city	14.000	25.000	29.000	2	0.000	0	21.681	5.000
amathous	rural_settlement	settlement	2.000	3.400	24.000	0	0.000	0	9.384	-3.000
amatria	rural_settlement	settlement	4.000	3.400	0.000	0	0.000	0	7.704	-3.000
amazo	rural_settlement	settlement	3.000	2.400	5.000	0	0.000	0	6.714	-8.000
ambaloda	town	city	17.000	22.400	13.000	0	0.000	0	18.804	1.000
ambara	rural_settlement	settlement	10.000	14.200	24.000	0	0.000	0	15.831	-3.000
ambe	rural_settlement	settlement	3.000	3.400	12.000	0	0.000	0	8.544	-3.000
ambiacum	rural_settlement	settlement	4.000	4.200	11.000	0	0.000	0	9.343	-3.000
ambium	rural_settlement	settlement	4.000	4.400	0.000	0	0.000	0	8.769	-3.000
amblada	rural_settlement	settlement	4.000	6.000	13.000	0	0.000	0	11.029	-3.000
ambrae	rural_settlement	settlement	8.000	8.800	11.000	0	0.000	0	12.638	-3.000
ambrakia	city	city	14.000	26.800	35.000	0	1.000	1	22.988	6.000
ambrodax	rural_settlement	settlement	5.000	5.600	28.000	0	0.000	0	11.773	-3.000
amellua	rural_settlement	settlement	3.000	3.600	0.000	0	0.000	0	7.935	-3.000
amer	rural_settlement	settlement	3.000	2.400	5.000	0	0.000	0	6.714	-8.000
ameta	rural_settlement	settlement	4.000	7.000	22.000	0	0.000	0	12.353	-3.000
amindivi	rural_settlement	settlement	5.000	5.200	9.000	0	1.000	1	11.865	-3.000
amisia	rural_settlement	settlement	4.000	5.800	0.000	0	0.000	0	9.968	-3.000
amisos	town	city	11.000	19.000	29.000	0	1.000	1	20.855	4.000
amiternum	rural_settlement	settlement	13.000	19.200	24.000	0	0.000	0	17.310	-3.000
ammaedara	rural_settlement	settlement	7.000	9.200	19.000	0	0.000	0	13.406	-3.000
ammaia	rural_settlement	settlement	6.000	5.800	9.000	0	0.000	0	10.598	-3.000
ammattha	rural_settlement	settlement	6.000	10.400	23.000	0	0.000	0	14.265	-3.000
ammodios	city	city	6.000	6.600	36.000	2	0.000	0	15.775	-4.000
ammon	city	city	9.000	14.600	36.000	0	0.000	0	18.306	-1.000
amorgos	rural_settlement	settlement	3.000	5.200	19.000	0	0.000	0	10.818	-3.000
ampe	rural_settlement	settlement	3.000	2.800	27.000	0	0.000	0	8.832	-3.000
ampelum	rural_settlement	settlement	5.000	6.000	8.000	0	0.000	0	10.679	-3.000
amphipolis	city	city	34.000	64.200	33.000	0	1.000	1	27.280	13.000
amphipolis_syrias	rural_settlement	settlement	3.000	5.200	26.000	2	0.000	0	12.516	-3.000
amrakuta	rural_settlement	settlement	7.000	7.000	8.000	0	0.000	0	11.373	-3.000
amran	rural_settlement	settlement	10.000	12.400	8.000	0	0.000	0	14.055	-3.000
amrane	rural_settlement	settlement	3.000	2.400	5.000	0	0.000	0	6.714	-8.000
amsareddi	rural_settlement	settlement	3.000	3.800	23.000	0	0.000	0	9.767	-3.000
amsivaria	rural_settlement	settlement	4.000	5.000	1.000	0	0.000	0	9.387	-3.000
amsivaria_bructeriorum	rural_settlement	settlement	4.000	4.800	0.000	0	0.000	0	9.141	-3.000
amu	rural_settlement	settlement	3.000	2.400	18.000	0	0.000	0	7.624	-8.000
amul	town	city	5.000	8.400	10.000	0	0.000	0	13.852	-6.000
amura	rural_settlement	settlement	5.000	6.200	31.000	0	0.000	0	12.435	-3.000
amutria	rural_settlement	settlement	7.000	8.000	8.000	0	0.000	0	11.986	-3.000
anaboura	rural_settlement	settlement	5.000	7.000	24.000	2	0.000	0	13.702	-3.000
anacureta	rural_settlement	settlement	3.000	3.400	5.000	0	0.000	0	8.054	-3.000
anagrana	rural_settlement	settlement	5.000	6.000	7.000	0	0.000	0	10.609	-3.000
anaia	rural_settlement	settlement	7.000	10.200	15.000	0	0.000	0	13.613	-3.000
anak	rural_settlement	settlement	5.000	5.400	7.000	0	0.000	0	10.143	-3.000
anakkesta	rural_settlement	settlement	1.000	0.800	0.000	0	0.000	0	3.056	-8.000
anakopia	rural_settlement	settlement	4.000	5.200	18.000	0	0.000	0	10.748	-3.000
analibna	rural_settlement	settlement	3.000	3.600	18.000	0	0.000	0	9.195	-3.000
anandpura	rural_settlement	settlement	10.000	10.600	24.000	0	0.000	0	14.425	-3.000
anantanaga	rural_settlement	settlement	7.000	11.200	8.000	0	0.000	0	13.567	-3.000
anartia	rural_settlement	settlement	2.000	1.600	0.000	0	0.000	0	4.969	-8.000
anartiana	rural_settlement	settlement	5.000	7.600	0.000	0	0.000	0	11.189	-3.000
anartta	rural_settlement	settlement	5.000	6.200	26.000	0	0.000	0	12.085	-3.000
anarus	rural_settlement	settlement	7.000	10.800	29.000	2	0.000	0	16.073	-3.000
anasartha	rural_settlement	settlement	6.000	6.400	23.000	0	0.000	0	12.018	-3.000
anatachara	city	city	30.000	55.800	41.000	0	0.000	0	25.376	10.000
anatho	rural_settlement	settlement	1.000	1.800	28.000	2	0.000	0	8.522	-3.000
anausaro	rural_settlement	settlement	3.000	5.200	8.000	0	0.000	0	10.048	-3.000
anavella	rural_settlement	settlement	1.000	0.800	3.000	0	0.000	0	3.266	-8.000
anavenedica	rural_settlement	settlement	2.000	3.200	0.000	0	0.000	0	7.462	-8.000
anazarbos	rural_settlement	settlement	6.000	6.200	10.000	0	0.000	0	10.965	-3.000
anchialos	rural_settlement	settlement	3.000	5.000	26.000	0	1.000	1	12.885	-3.000
anchitaia	rural_settlement	settlement	6.000	9.200	18.000	0	0.000	0	13.336	-3.000
ancona	city	city	17.000	31.800	33.000	0	1.000	1	23.708	7.000
ancus	rural_settlement	settlement	3.000	4.400	8.000	0	0.000	0	9.329	-3.000
andaka	rural_settlement	settlement	5.000	5.600	7.000	2	0.000	0	11.511	-3.000
andalapura	rural_settlement	settlement	4.000	6.000	8.000	0	0.000	0	10.679	-3.000
andamaska	rural_settlement	settlement	1.000	0.800	29.000	0	0.000	0	5.086	-8.000
andautonia	rural_settlement	settlement	3.000	3.600	8.000	0	0.000	0	8.495	-3.000
andecamulum	rural_settlement	settlement	6.000	6.000	9.000	0	0.000	0	10.749	-3.000
andellium	rural_settlement	settlement	7.000	9.200	11.000	0	0.000	0	12.846	-3.000
andelos	rural_settlement	settlement	4.000	4.200	11.000	0	0.000	0	9.343	-3.000
andematunnum	rural_settlement	settlement	12.000	15.400	9.000	0	0.000	0	15.176	-3.000
anderba	rural_settlement	settlement	4.000	4.400	8.000	0	0.000	0	9.329	-3.000
anderitum	rural_settlement	settlement	6.000	7.400	9.000	0	0.000	0	11.697	-3.000
andethanna	rural_settlement	settlement	3.000	3.600	11.000	0	0.000	0	8.705	-3.000
andhapura	town	city	25.000	47.200	16.000	0	1.000	1	24.520	9.000
andhau	rural_settlement	settlement	7.000	6.800	22.000	0	0.000	0	12.221	-3.000
andhur	rural_settlement	settlement	1.000	0.800	6.000	0	0.000	0	3.476	-8.000
andijan	town	city	18.000	23.600	23.000	0	0.000	0	19.764	3.000
andion	rural_settlement	settlement	7.000	9.400	11.000	0	0.000	0	12.947	-3.000
andrapa	rural_settlement	settlement	4.000	5.400	9.000	0	0.000	0	10.283	-3.000
androna_0	rural_settlement	settlement	6.000	8.600	26.000	2	0.000	0	14.790	-3.000
androna_1	rural_settlement	settlement	6.000	6.200	20.000	0	0.000	0	11.665	-3.000
andros	rural_settlement	settlement	3.000	5.200	24.000	0	0.000	0	11.168	-3.000
anduetium	rural_settlement	settlement	2.000	1.600	0.000	0	0.000	0	4.969	-8.000
andusia	rural_settlement	settlement	8.000	8.800	9.000	0	0.000	0	12.498	-3.000
andzevatsik	rural_settlement	settlement	4.000	4.400	18.000	0	0.000	0	10.029	-3.000
anemourion	rural_settlement	settlement	5.000	6.200	15.000	0	0.000	0	11.315	-3.000
anfa	rural_settlement	settlement	5.000	5.000	18.000	0	0.000	0	10.577	-3.000
ange	rural_settlement	settlement	6.000	6.800	28.000	0	0.000	0	12.641	-3.000
angeliai	rural_settlement	settlement	4.000	6.000	8.000	0	0.000	0	10.679	-3.000
angia	rural_settlement	settlement	2.000	2.600	5.000	0	0.000	0	7.011	-8.000
anglia_borealis	rural_settlement	settlement	2.000	1.600	5.000	0	0.000	0	5.319	-8.000
anglia_centralis	rural_settlement	settlement	3.000	3.400	5.000	0	0.000	0	8.054	-3.000
anglia_meridionalis	rural_settlement	settlement	2.000	1.600	5.000	0	0.000	0	5.319	-8.000
angrivaria	rural_settlement	settlement	4.000	6.000	5.000	0	0.000	0	10.469	-3.000
angustia	rural_settlement	settlement	6.000	5.000	8.000	0	0.000	0	9.877	-3.000
ani_0	rural_settlement	settlement	3.000	3.600	20.000	0	0.000	0	9.335	-3.000
ani_1	town	city	10.000	14.600	21.000	0	0.000	0	17.256	-1.000
anisa	rural_settlement	settlement	3.000	3.600	18.000	0	0.000	0	9.195	-3.000
anisus	rural_settlement	settlement	5.000	5.200	7.000	0	0.000	0	9.978	-3.000
ankale	rural_settlement	settlement	2.000	4.200	17.000	0	0.000	0	9.763	-3.000
ankui	rural_settlement	settlement	5.000	6.800	18.000	0	0.000	0	11.941	-3.000
ankyra	town	city	13.000	21.800	25.000	3	0.000	0	21.034	4.000
ankyra_sidera	rural_settlement	settlement	3.000	3.600	24.000	0	0.000	0	9.615	-3.000
ankyronpolis	rural_settlement	settlement	12.000	20.000	31.000	0	0.000	0	18.002	-3.000
anneianum	rural_settlement	settlement	14.000	18.000	7.000	0	0.000	0	15.801	-3.000
annesel	rural_settlement	settlement	5.000	9.400	10.000	0	0.000	0	12.877	-3.000
anniaka	rural_settlement	settlement	4.000	4.200	18.000	0	0.000	0	9.833	-3.000
annike	rural_settlement	settlement	1.000	0.800	0.000	0	0.000	0	3.056	-8.000
ano_kotradis	rural_settlement	settlement	3.000	3.600	13.000	0	0.000	0	8.845	-3.000
anoppi	rural_settlement	settlement	3.000	3.400	5.000	0	0.000	0	8.054	-3.000
ansibaria	rural_settlement	settlement	4.000	4.800	0.000	0	0.000	0	9.141	-3.000
antaiopolis	city	city	9.000	13.800	36.000	0	0.000	0	18.032	-2.000
antaranjiya	rural_settlement	settlement	8.000	12.000	28.000	0	0.000	0	15.298	-3.000
antecaria	rural_settlement	settlement	5.000	5.000	8.000	0	0.000	0	9.877	-3.000
antentia	rural_settlement	settlement	7.000	13.600	21.000	0	0.000	0	15.411	-3.000
anthedon	rural_settlement	settlement	6.000	11.800	24.000	0	1.000	1	16.685	-3.000
antia	rural_settlement	settlement	3.000	2.400	0.000	0	0.000	0	6.364	-8.000
anticaria	rural_settlement	settlement	9.000	12.800	17.000	0	0.000	0	14.838	-3.000
antigoneia	city	city	17.000	40.800	39.000	3	0.000	0	25.166	9.000
antigoneia_kyzikene	rural_settlement	settlement	3.000	6.000	24.000	0	0.000	0	11.799	-3.000
antinum	rural_settlement	settlement	11.000	12.800	9.000	0	0.000	0	14.278	-3.000
antipatris	rural_settlement	settlement	5.000	8.000	25.000	0	0.000	0	13.176	-3.000
antipolis	town	city	12.000	20.200	31.000	0	1.000	1	21.298	5.000
antipyrgos	rural_settlement	settlement	4.000	7.000	28.000	0	0.000	0	12.773	-3.000
antistiana	rural_settlement	settlement	5.000	5.000	10.000	0	0.000	0	10.017	-3.000
antro	rural_settlement	settlement	5.000	7.200	9.000	0	0.000	0	11.571	-3.000
anumapala	rural_settlement	settlement	10.000	14.400	9.000	0	0.000	0	14.849	-3.000
anupgarh	rural_settlement	settlement	3.000	3.600	20.000	0	0.000	0	9.335	-3.000
anupshahr	rural_settlement	settlement	9.000	13.800	26.000	0	0.000	0	15.832	-3.000
anuradhapura	town	city	19.000	31.200	28.000	0	0.000	0	21.514	5.000
anzita	rural_settlement	settlement	3.000	3.800	18.000	0	0.000	0	9.417	-3.000
anzitene	rural_settlement	settlement	3.000	4.600	29.000	0	0.000	0	10.988	-3.000
aornos	rural_settlement	settlement	6.000	7.800	17.000	0	0.000	0	12.499	-3.000
aoulouze	rural_settlement	settlement	3.000	2.600	3.000	0	0.000	0	6.871	-8.000
apakara	rural_settlement	settlement	14.000	18.400	23.000	0	0.000	0	17.029	-3.000
apamea_ad_tigridem	city	city	12.000	24.400	40.000	2	0.000	0	22.329	5.000
apamea_cibotus	town	city	10.000	14.800	29.000	5	0.000	0	19.853	3.000
apameia	city	city	16.000	22.000	36.000	2	0.000	0	21.533	4.000
apameia_raphane	rural_settlement	settlement	4.000	5.400	29.000	2	0.000	0	12.891	-3.000
aparing	rural_settlement	settlement	2.000	2.600	6.000	0	0.000	0	7.081	-8.000
apasidam	rural_settlement	settlement	6.000	7.800	18.000	0	0.000	0	12.569	-3.000
apauarktike	rural_settlement	settlement	3.000	4.400	21.000	0	0.000	0	10.239	-3.000
aphrodisias	rural_settlement	settlement	5.000	7.000	24.000	0	0.000	0	12.493	-3.000
aphroditopolis	city	city	34.000	54.400	38.000	0	0.000	0	25.036	9.000
api	rural_settlement	settlement	2.000	1.600	5.000	0	0.000	0	5.319	-8.000
apis	rural_settlement	settlement	3.000	6.000	28.000	0	0.000	0	12.079	-3.000
apocopa	town	city	10.000	13.800	20.000	0	1.000	1	18.660	1.000
apollinopolis_megale	rural_settlement	settlement	8.000	12.200	31.000	0	0.000	0	15.587	-3.000
apollinopolis_mikra	rural_settlement	settlement	4.000	5.200	31.000	0	0.000	0	11.658	-3.000
apollonia	city	city	10.000	16.000	33.000	0	0.000	0	18.543	0.000
apollonia_kyrenaike	rural_settlement	settlement	5.000	9.400	21.000	0	0.000	0	13.647	-3.000
apollonia_maiandrou	town	city	5.000	7.000	31.000	2	0.000	0	15.692	-3.000
apollonia_mysias	rural_settlement	settlement	4.000	6.000	24.000	2	0.000	0	13.007	-3.000
apollonia_palaistinias	town	city	7.000	12.000	31.000	2	1.000	1	19.964	3.000
apollonia_pontike	town	city	5.000	6.800	31.000	0	0.000	0	14.351	-5.000
apollonia_rhyndakos	rural_settlement	settlement	5.000	7.000	24.000	2	0.000	0	13.702	-3.000
apologos	rural_settlement	settlement	9.000	11.200	27.000	0	0.000	0	14.897	-3.000
apostana	rural_settlement	settlement	4.000	7.000	31.000	0	1.000	1	14.731	-3.000
appadana	rural_settlement	settlement	7.000	14.200	23.000	0	0.000	0	15.761	-3.000
apphana	rural_settlement	settlement	3.000	3.600	27.000	0	0.000	0	9.825	-3.000
appia	rural_settlement	settlement	5.000	5.400	24.000	0	0.000	0	11.333	-3.000
appiara	rural_settlement	settlement	11.000	14.600	8.000	0	0.000	0	14.846	-3.000
apqu	rural_settlement	settlement	4.000	5.600	28.000	0	0.000	0	11.773	-3.000
apritas	rural_settlement	settlement	4.000	5.800	22.000	0	0.000	0	11.508	-3.000
apsaros_0	rural_settlement	settlement	6.000	8.800	18.000	0	1.000	1	14.876	-3.000
apsaros_1	rural_settlement	settlement	5.000	7.800	24.000	0	0.000	0	12.989	-3.000
apta_iulia	rural_settlement	settlement	8.000	8.600	11.000	0	0.000	0	12.531	-3.000
apudia_vallis	rural_settlement	settlement	6.000	8.800	18.000	0	0.000	0	13.128	-3.000
apulum	town	city	10.000	11.200	13.000	0	0.000	0	15.417	-3.000
aqcha	rural_settlement	settlement	5.000	4.400	21.000	0	0.000	0	10.239	-3.000
aqiq	rural_settlement	settlement	1.000	0.800	7.000	0	0.000	0	3.546	-8.000
aqola	rural_settlement	settlement	2.000	2.800	28.000	0	0.000	0	8.902	-3.000
aqua_viva	rural_settlement	settlement	5.000	5.800	3.000	0	0.000	0	10.178	-3.000
aquae_arnemetiae	rural_settlement	settlement	4.000	4.200	8.000	0	0.000	0	9.133	-3.000
aquae_bilbitonorum	rural_settlement	settlement	8.000	9.200	11.000	0	0.000	0	12.846	-3.000
aquae_borbonis	rural_settlement	settlement	5.000	5.000	9.000	0	0.000	0	9.947	-3.000
aquae_calidae	rural_settlement	settlement	6.000	5.800	16.000	0	0.000	0	11.088	-3.000
aquae_casae	rural_settlement	settlement	3.000	5.200	24.000	0	0.000	0	11.168	-3.000
aquae_convenarum	rural_settlement	settlement	5.000	5.000	11.000	0	0.000	0	10.087	-3.000
aquae_dacicae	rural_settlement	settlement	6.000	6.000	18.000	0	0.000	0	11.379	-3.000
aquae_flaviae	rural_settlement	settlement	10.000	11.800	11.000	0	0.000	0	14.027	-3.000
aquae_gallaecia	rural_settlement	settlement	4.000	4.200	9.000	0	0.000	0	9.203	-3.000
aquae_granni	rural_settlement	settlement	5.000	5.000	9.000	0	0.000	0	9.947	-3.000
aquae_iasae	rural_settlement	settlement	7.000	8.600	8.000	0	0.000	0	12.321	-3.000
aquae_mattiacorum	rural_settlement	settlement	10.000	13.000	0.000	0	0.000	0	13.723	-3.000
aquae_neri	rural_settlement	settlement	4.000	4.200	16.000	0	0.000	0	9.693	-3.000
aquae_originae	rural_settlement	settlement	7.000	6.600	9.000	0	0.000	0	11.176	-3.000
aquae_quintinae	rural_settlement	settlement	5.000	5.000	9.000	0	0.000	0	9.947	-3.000
aquae_regiae	rural_settlement	settlement	5.000	6.600	24.000	0	0.000	0	12.226	-3.000
aquae_segetae	rural_settlement	settlement	6.000	6.800	14.000	0	0.000	0	11.661	-3.000
aquae_siccae	rural_settlement	settlement	5.000	5.000	11.000	0	0.000	0	10.087	-3.000
aquae_sirenses	rural_settlement	settlement	5.000	7.600	11.000	0	0.000	0	11.959	-3.000
aquae_statiellae	rural_settlement	settlement	8.000	11.000	8.000	0	0.000	0	13.482	-3.000
aquae_sulis	rural_settlement	settlement	6.000	6.800	12.000	0	0.000	0	11.521	-3.000
aquae_sulphurae	rural_settlement	settlement	5.000	5.200	8.000	0	0.000	0	10.048	-3.000
aquae_tacapitanae	rural_settlement	settlement	8.000	9.400	15.000	0	0.000	0	13.227	-3.000
aquae_tarbellicae	rural_settlement	settlement	5.000	6.000	11.000	0	0.000	0	10.889	-3.000
aquileia	rural_settlement	settlement	8.000	12.000	10.000	0	1.000	1	15.785	-3.000
aquileia_germanica	rural_settlement	settlement	5.000	5.200	11.000	0	0.000	0	10.258	-3.000
aquincum	rural_settlement	settlement	10.000	12.400	9.000	0	0.000	0	14.125	-3.000
aquis_querquennis	rural_settlement	settlement	4.000	4.200	9.000	0	0.000	0	9.203	-3.000
araba	town	city	19.000	33.400	30.000	0	0.000	0	21.998	5.000
arabissos	rural_settlement	settlement	5.000	7.000	18.000	2	0.000	0	13.282	-3.000
arabriga	rural_settlement	settlement	4.000	4.200	11.000	0	0.000	0	9.343	-3.000
arac	rural_settlement	settlement	12.000	16.800	27.000	0	0.000	0	16.862	-3.000
aracaeli	rural_settlement	settlement	5.000	5.000	9.000	0	0.000	0	9.947	-3.000
arachos	rural_settlement	settlement	1.000	1.800	7.000	0	0.000	0	5.844	-8.000
arachotus	town	city	10.000	16.000	30.000	0	0.000	0	18.333	0.000
aracillum	rural_settlement	settlement	4.000	4.200	9.000	0	0.000	0	9.203	-3.000
arados	town	city	10.000	16.800	26.000	0	3.000	1	21.287	5.000
arae_flaviae	rural_settlement	settlement	6.000	7.800	9.000	0	0.000	0	11.939	-3.000
arae_philaenorum	rural_settlement	settlement	5.000	6.200	10.000	0	0.000	0	10.965	-3.000
aragvispiri	rural_settlement	settlement	7.000	8.800	16.000	0	0.000	0	12.988	-3.000
arak	rural_settlement	settlement	1.000	0.800	5.000	0	0.000	0	3.406	-8.000
arakan	rural_settlement	settlement	9.000	10.400	12.000	0	0.000	0	13.495	-3.000
aramaua	rural_settlement	settlement	3.000	3.400	18.000	0	0.000	0	8.964	-3.000
arambys	town	city	6.000	9.600	24.000	0	1.000	1	17.204	-1.000
aramum	rural_settlement	settlement	4.000	4.400	25.000	0	0.000	0	10.519	-3.000
arandis	rural_settlement	settlement	3.000	3.400	11.000	0	0.000	0	8.474	-3.000
arank	rural_settlement	settlement	5.000	6.800	18.000	0	0.000	0	11.941	-3.000
araq	rural_settlement	settlement	1.000	0.800	3.000	0	0.000	0	3.266	-8.000
arar	rural_settlement	settlement	1.000	0.800	6.000	0	0.000	0	3.476	-8.000
aras	rural_settlement	settlement	4.000	5.400	11.000	0	0.000	0	10.423	-3.000
arasaxa	rural_settlement	settlement	4.000	6.000	20.000	2	0.000	0	12.727	-3.000
